HTTrack3.49-2+htsswf+htsjava launched on Wed, 25 Mar 2026 13:59:53 at https://gxon.layoutdrop.com/demo/ +*.png +*.gif +*.jpg +*.jpeg +*.css +*.js -ad.doubleclick.net/* -mime:application/foobar
(winhttrack -qwC2%Ps2u1%s%uN0%I0p3DaK0H0%kf2A25000%f#f -F "Mozilla/4.5 (compatible; HTTrack 3.0x; Windows 98)" -%F "<!-- Mirrored from %s%s by HTTrack Website Copier/3.x [XR&CO'2014], %s -->" -%l "en, *" https://gxon.layoutdrop.com/demo/ -O1 "C:\Gxon\gxon" +*.png +*.gif +*.jpg +*.jpeg +*.css +*.js -ad.doubleclick.net/* -mime:application/foobar )

Information, Warnings and Errors reported for this mirror:
note:	the hts-log.txt file, and hts-cache folder, may contain sensitive information,
	such as username/password authentication for websites mirrored in this project
	do not share these files/folders if you want these information to remain private

14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/authentication/register-frame.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/authentication/forgot-password-basic.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/authentication/forgot-password-cover.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/authentication/forgot-password-frame.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/authentication/new-password-basic.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/authentication/new-password-cover.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/authentication/new-password-frame.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/file-manager/folders.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/file-manager/files.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/invoices/invoice1.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/invoices/invoice2.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/invoices/create-invoice.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/components/accordion.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/components/alerts.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/components/badge.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/components/breadcrumb.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/components/buttons.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/components/typography.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/components/button-group.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/components/card.html (from https://gxon.layoutdrop.com/demo/)
14:00:48	Error: 	"Too Many Requests" (429) at link https://gxon.layoutdrop.com/demo/components/collapse.html (from https://gxon.layoutdrop.com/demo/)
